"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2014","318301008",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2015","320635163",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2016","322941311",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2017","324985539",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2018","326687501",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2019","328239523",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2020","331501080",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2021","331893745",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2022","..",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2023","..",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2024","..",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2005","26167021",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2006","26488257",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2007","26867998",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2008","27302782",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2009","27767408",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2010","28562405",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2011","29339368",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2012","29774448",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2013","30243172",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2014","30757669",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2015","31298929",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2016","31847898",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2017","32388563",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2018","32956099",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2019","33580390",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2020","34232067",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2021","34915094",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2022","..",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2023","..",
"25","Total population, pers.","Total population","Persons","860","UZB","Uzbekistan","2024","..",
